chr	start.x	end.x	X	start.y	end.y
chr8	21449105	21449604	39555	21448915	21449794
chr8	32927684	32928183	39784	32928047	32928306
chr22	20697498	20697997	27272	20697516	20697696
chr4	56738989	56739488	31354	56738709	56739071
chr1	186511951	186512450	3307	186512252	186512464
chr2	25497785	25498284	22177	25497659	25498702
chr2	74876174	74876673	23188	74874425	74876404
chr2	101811193	101811692	23482	101811160	101811802
chr20	2986395	2986894	25296	2986246	2986500
chr10	30543547	30544046	5143	30541804	30543994
chr1	41683974	41684473	1199	41683245	41684464
chr10	7501148	7501647	4669	7501624	7502596
chr14	67962328	67962827	12964	67962057	67963026
chr10	4187075	4187574	4532	4186816	4188662
chr12	64687845	64688344	10255	64687851	64688219
chr13	51004067	51004566	11875	51003987	51004276
chr7	47482074	47482573	38021	47481417	47483174
chr5	62643810	62644309	32998	62643703	62644006
chr6	5697783	5698282	34711	5697690	5700263
chr4	78707108	78707607	31482	78707067	78707768
chr3	168028015	168028514	30074	168027653	168028168
chr3	168028015	168028514	30075	168028388	168028760
chr8	132224235	132224734	40735	132224144	132225508
chr6	45699640	45700139	35854	45698786	45700335
chr4	129978253	129978752	31960	129978527	129979268
chr11	12159623	12160122	7112	12158962	12160575
chr11	110501377	110501876	8562	110501812	110502019
chr8	115428992	115429491	40481	115429323	115429776
chr21	35256542	35257041	26830	35256232	35257104
chr13	50587881	50588380	11850	50586775	50588149
chr12	108884402	108884901	10821	108883883	108885366
chr1	198549917	198550416	3360	198549864	198550101
chr3	37693552	37694051	28541	37693771	37694375
chr2	128734834	128735333	23865	128734537	128735636
chr6	132365544	132366043	36476	132365157	132365671
chr13	50370261	50370760	11844	50370726	50371059
chr3	46488617	46489116	28742	46489024	46489231
chr19	55819975	55820474	21926	55820272	55820487
chr11	35030564	35031063	7263	35030192	35030838
chr1	59107466	59107965	1510	59107273	59107488
chr1	59107466	59107965	1511	59107868	59108025
chr21	35724040	35724539	26852	35721667	35725030
chr8	101109351	101109850	40400	101108908	101109386
chr9	131336157	131336656	42557	131336156	131336338
chr11	14617543	14618042	7140	14617228	14617615
chr6	137297017	137297516	36617	137296420	137301434
chr10	6958217	6958716	4621	6957985	6958742
chr20	5539587	5540086	25408	5539397	5539735
chr6	163661111	163661610	37113	163660984	163661234
chr11	58535444	58535943	7499	58535265	58535499
chr11	58535444	58535943	7500	58535800	58535983
chr3	141294319	141294818	29798	141294415	141294777
chr6	129637473	129637972	36404	129637618	129637960
chr6	104727745	104728244	36148	104727842	104729039
chr13	27212389	27212888	11444	27212792	27212935
chr12	11730742	11731241	9323	11730593	11731303
chr11	62502970	62503469	7640	62502686	62503066
chr11	132556275	132556774	8982	132556112	132556342
chr11	132556275	132556774	8983	132556572	132556937
chr2	218438545	218439044	24827	218438513	218438816
chr15	38017643	38018142	13897	38017405	38017814
chr4	38609592	38610091	31161	38609767	38611901
chr16	81836683	81837182	16589	81836611	81837576
chr2	133953448	133953947	23948	133953467	133954205
chr2	28046680	28047179	22265	28046827	28047582
chr3	90007719	90008218	29229	90006992	90009197
chr8	119903824	119904323	40517	119903623	119904010
chr12	66071486	66071985	10270	66071788	66072722
chr14	92473485	92473984	13520	92472688	92474249
chr2	134220488	134220987	23963	134218916	134221118
chr1	235023403	235023902	4198	235023379	235023992
chr8	134925490	134926448	40851	134924871	134926487
chr1	198544277	198544776	3359	198543274	198544876
chr2	55168510	55169009	22729	55168191	55168702
chr6	51265398	51265897	35899	51264886	51265622
chr6	5718223	5718722	34713	5718234	5719234
chr9	77983313	77983812	41566	77983060	77983536
chr21	40168513	40169012	26951	40167852	40169355
chr13	74073182	74073681	11935	74073082	74075296
chr9	33139686	33140185	41283	33139666	33140194
chr20	48005405	48005904	26153	48000990	48005886
chr4	38190693	38191192	31137	38190681	38192695
chr3	172135808	172136307	30130	172134759	172136627
chr1	48380671	48381170	1375	48380995	48381556
chr6	11143653	11144152	34872	11144002	11144183
chr3	9173386	9173885	28133	9172550	9173826
chr13	27359101	27359600	11459	27359008	27359285
chr12	26700372	26700871	9600	26700312	26700609
chr21	34994654	34995153	26816	34994853	34995314
chr12	89266661	89267160	10438	89266501	89267301
chr2	8058603	8059102	21986	8057868	8058795
chr13	76665437	76665936	11985	76665536	76666276
chr4	8537109	8537608	30877	8536970	8537245
chr1	245414397	245414896	4335	245414072	245415032
chr6	137271512	137272011	36611	137270716	137272852
chr8	61841885	61842384	40158	61841667	61841990
chr8	61841885	61842384	40159	61842268	61842515
chr21	14567525	14568024	26555	14567499	14568114
chr15	98858613	98859112	15200	98858694	98858996
chr2	121155197	121155696	23772	121155118	121155883
chr6	139591432	139591931	36708	139591082	139592523
chr6	130908075	130908574	36426	130907750	130909542
chr12	26523639	26524138	9597	26523141	26524466
chr6	45139770	45140269	35817	45139369	45140214
chr8	138003439	138003938	40887	138003482	138003639
chr14	90732658	90733157	13475	90732417	90732808
chr2	64819704	64820203	22885	64819611	64820352
chr6	11852303	11852802	34913	11852753	11853337
chr7	112030993	112031492	38673	112030275	112032181
chr15	76065249	76065748	14803	76065614	76065990
chr18	79258498	79258997	19985	79258202	79262073
chr10	3357740	3358239	4469	3357582	3357909
chr3	187051922	187052421	30396	187049120	187052584
chr16	82728800	82729299	16596	82728749	82728909
chr20	57999377	57999876	26442	57999284	58000251
chr8	125595958	125596457	40656	125595786	125596498
chr7	112034191	112034690	38674	112032411	112037490
chr12	92608433	92608932	10511	92608332	92608559
chr2	129565535	129566034	23895	129565585	129565943
chr6	44828716	44829215	35811	44828938	44829308
chr4	82642278	82642777	31511	82641544	82642416
chr4	82642278	82642777	31512	82642702	82642920
chr7	77316612	77317111	38338	77316641	77316846
chr7	77316612	77317111	38339	77317072	77317275
chr20	24305314	24305813	25634	24305000	24305886
chr5	167790366	167790865	34279	167790236	167790957
chr2	190996329	190996828	24456	190996795	190997086
chr7	71635185	71635684	38185	71633211	71637731
chr12	94762525	94763024	10570	94762564	94762756
chr12	94762525	94763024	10571	94762999	94763179
chr14	68564222	68564721	13009	68564001	68565087
chr7	2087684	2088183	37266	2088161	2088329
chr2	69933365	69933864	23041	69933337	69934969
chr2	237291366	237291865	25112	237291302	237291949
chrX	1334081	1334580	42801	1332865	1336155
chr20	42531583	42532082	26046	42531422	42531621
chr4	81635640	81636139	31504	81635984	81636182
chr9	89721178	89721677	41707	89721086	89721379
chr9	89721178	89721677	41708	89721601	89722522
chr12	124609025	124609524	11257	124608530	124609666
chr5	81800696	81801195	33227	81799423	81801483
chr5	142852780	142853279	33955	142852673	142853350
chr5	7250566	7251065	32457	7250900	7251199
chr3	140716068	140716567	29795	140716444	140716660
chr10	62648906	62649405	5516	62648450	62649112
chr15	54564086	54564585	14233	54564060	54564271
chr4	86441501	86442000	31625	86441160	86444708
chr2	229523443	229523942	24958	229523180	229523546
chr6	163249465	163249964	37088	163249469	163250797
chr2	152445681	152446180	24164	152445577	152446285
chr9	89375434	89375933	41670	89375660	89375840
chr6	130993376	130993875	36445	130993424	130994096
chr1	198747036	198747535	3382	198747360	198747702
chr1	246021164	246021663	4354	246021116	246021722
chr9	89714258	89714757	41706	89714286	89714490
chr3	73234288	73234787	29207	73234664	73235029
chr3	65558302	65558801	29115	65558216	65558476
chr3	65558302	65558801	29116	65558736	65559017
chr5	56077740	56078239	32898	56077319	56078540
chr6	45478206	45478705	35828	45478052	45478212
chr6	45478206	45478705	35829	45478568	45478815
chr20	40779096	40779595	26021	40778848	40779208
chr19	13281923	13282422	20676	13281035	13283125
chr3	182925507	182926006	30223	182925859	182926063
chr10	12448616	12449115	4761	12448446	12448680
chr2	128622295	128622794	23858	128622178	128622356
chr20	4633856	4634355	25351	4634235	4634772
chr7	102134337	102134836	38561	102133878	102134506
chr7	102134337	102134836	38562	102134714	102135449
chr12	26149909	26150408	9528	26149637	26150355
chr21	15468357	15468856	26590	15468290	15468870
chr2	239275135	239275634	25173	239274849	239275284
chr2	239275135	239275634	25174	239275497	239275825
chr5	68521814	68522313	33073	68522201	68522473
chr18	10282948	10283447	19347	10283405	10287464
chr10	71896337	71896836	5714	71895612	71896451
chr13	72215054	72215553	11930	72215200	72215784
chr3	52086890	52087389	28927	52086900	52087096
chr3	52086890	52087389	28928	52087341	52089017
chr2	136214189	136214688	23995	136213885	136214235
chr6	105819689	105820188	36161	105819348	105820403
chr13	111219267	111219766	12304	111219281	111219578
chr2	74762713	74763212	23173	74762941	74765824
chr6	144590539	144591038	36782	144590258	144590704
chrX	20350625	20351124	43060	20350304	20350654
chrX	20350625	20351124	43061	20350945	20351262
chr2	42961262	42961761	22491	42961222	42962413
chrX	41412678	41413177	43265	41412519	41412816
chr2	108618715	108619214	23557	108618408	108619168
chr12	46702864	46703363	9779	46702769	46703728
chr10	33650071	33650570	5232	33650405	33650569
chr1	167671719	167672218	2987	167671285	167671904
chr5	96200541	96201040	33425	96200082	96200609
chr13	50782955	50783454	11862	50782866	50783230
chr8	124034097	124034596	40571	124033818	124034416
chr10	66980167	66980666	5568	66980061	66980406
chr12	104682874	104683373	10707	104682345	104682998
chr7	102146936	102147435	38564	102147275	102147487
chr5	54760435	54760934	32841	54760342	54760558
chr5	54760435	54760934	32842	54760837	54761046
chr18	3717267	3717766	19229	3717628	3717951
chr9	99748600	99749099	41915	99748510	99748748
chr1	228935993	228936492	4003	228935971	228941128
chr14	68834839	68835338	13038	68834653	68834849
chr14	68834839	68835338	13039	68835112	68835534
chr20	24534486	24534985	25664	24532699	24535311
chr13	50358926	50359425	11843	50358480	50359121
chr3	177753387	177753886	30195	177752984	177754117
chr21	29639700	29640199	26692	29639533	29640065
chr21	40168010	40168509	26951	40167852	40169355
chr2	60806863	60807362	22774	60807021	60807275
chr6	104579947	104580906	36117	104580124	104580726
chr18	74990635	74991134	19909	74990656	74991352
chr12	26080882	26081381	9523	26080614	26081782
chr2	44578403	44578902	22558	44578610	44579006
chr11	10041813	10042312	7062	10041221	10042551
chr5	133869134	133869633	33712	133869427	133869825
chr11	78828689	78829188	8313	78828812	78829840
chr1	104759944	104760443	1853	104760312	104761220
chr4	103126036	103126535	31803	103126375	103126515
chr10	3570092	3570591	4478	3570098	3571085
chr3	122239434	122239933	29480	122238071	122240111
chr6	105692817	105693316	36155	105692691	105692980
chr15	92069529	92070028	15141	92069879	92070390
chr12	25069163	25069662	9502	25068978	25076713
chr8	19614159	19614658	39497	19613337	19615286
chr6	11853731	11854230	34914	11853559	11854007
chr2	40404443	40405365	22435	40404646	40405289
chr7	77336179	77336678	38342	77336441	77336692
chr5	39555751	39556250	32711	39555728	39555985
chr5	39555751	39556250	32712	39556217	39556473
chr10	130688681	130689180	6751	130688337	130689503
chr8	132438479	132438978	40762	132438426	132438669
chr5	148511898	148512397	34019	148511563	148511932
chr3	22833160	22833659	28365	22833018	22836590
chr8	125346795	125347294	40632	125346457	125346886
chr8	125346795	125347294	40633	125347088	125347426
chr5	94433372	94433871	33383	94433770	94434196
chr7	111873884	111874383	38648	111873481	111874449
chr1	41650110	41650609	1193	41649809	41651293
chr10	124628236	124628735	6678	124628184	124630285
chr1	198754658	198755157	3383	198754611	198756902
chr6	44809163	44809662	35810	44809067	44810269
chr7	92695812	92696311	38412	92695364	92696074
chr3	168024457	168024956	30073	168024342	168024618
chr6	10297771	10298270	34843	10297308	10298803
chr10	67004633	67005132	5569	67004908	67005163
chr2	109350397	109350896	23589	109348242	109350791
chr17	62882276	62882775	18408	62882582	62882911
chr10	107689262	107689761	6485	107689570	107689760
chr3	184479668	184480167	30297	184479693	184479944
chr14	68333205	68333704	12987	68330164	68334799
chr6	22031811	22032310	35120	22031686	22032005
chr9	107774055	107774554	41984	107774362	107774798
chr12	82832045	82832544	10423	82831931	82832221
chr13	105272570	105273069	12210	105272932	105273210
chr17	10036675	10037174	17318	10036250	10037103
chr7	2864932	2865431	37323	2862377	2865262
chr7	99046685	99047184	38457	99046792	99047716
chr5	142727353	142727852	33934	142727072	142727357
chr9	99628814	99629313	41911	99628268	99629368
chr6	106546936	106547435	36191	106546639	106547030
chr2	223896724	223897223	24875	223896544	223896801
chr20	4853695	4854194	25374	4853686	4854408
chr6	11318216	11318715	34882	11317881	11318405
chr14	77844740	77845239	13319	77845089	77845519
chr5	143059942	143060441	33974	143059850	143060193
chr4	38211197	38211696	31139	38211321	38211853
chr11	58776886	58777385	7504	58776883	58777048
chr12	31018433	31018932	9665	31018772	31019094
chr9	134211152	134211651	42661	134211060	134211314
chr9	134211152	134211651	42662	134211521	134211766
chr11	63023947	63024446	7672	63023765	63024038
chr2	70029958	70030457	23054	70029480	70030658
chr9	129584031	129584530	42499	129584398	129584744
chr6	16092079	16092578	35040	16092357	16092652
chr10	113239485	113239984	6522	113238944	113239559
chr10	113239485	113239984	6523	113239797	113240118
chr4	40183775	40184274	31241	40183766	40184010
chr1	59231113	59231612	1519	59231200	59231574
chr3	188588892	188589391	30448	188587847	188590128
chr5	95884469	95884968	33409	95884829	95885092
chr16	72405496	72405995	16409	72405801	72406216
chr12	15716615	15717114	9440	15716369	15717022
chr2	67976676	67977175	22932	67973709	67977312
chr22	32218353	32218852	27523	32218708	32219437
chr8	18851323	18851822	39478	18851112	18851937
chr2	236711458	236711957	25100	236711751	236712312
chr2	237483271	237483770	25115	237482924	237483489
chr3	43178944	43179443	28640	43178721	43179048
chr3	43178944	43179443	28641	43179398	43180200
chr5	154734618	154735117	34170	154734482	154734824
chr9	123638086	123638585	42261	123637542	123638315
chr3	184472947	184473446	30296	184472634	184473577
chr21	35585069	35585568	26843	35580310	35586196
chr9	76652798	76653297	41552	76652846	76653016
chr3	12868935	12869434	28249	12868831	12869070
chr17	71057577	71058076	18666	71057376	71058348
chr1	234663210	234663709	4161	234663059	234664076
chr6	6616176	6616675	34731	6616113	6616705
chr6	42411290	42411789	35728	42411611	42411817
chr7	77338848	77339347	38343	77338253	77338983
chr10	113360843	113361342	6528	113360806	113361695
chr6	158708182	158708681	37018	158708013	158708719
chr1	228851993	228852492	3999	228851934	228852262
chr17	14738171	14738670	17358	14737744	14738471
chr4	124064728	124065227	31943	124064955	124065281
chr6	140009410	140009909	36725	140008969	140013397
chr14	93395197	93395696	13593	93394780	93395677
chr6	105609637	105610136	36154	105609601	105609913
chr6	14275399	14275898	34987	14275335	14278714
chr3	37623157	37623656	28538	37622990	37623385
chr17	69581233	69581732	18633	69581355	69581722
chr5	83320855	83321354	33249	83320858	83321116
chr21	31166228	31166727	26707	31165845	31167006
chr3	121613505	121614004	29447	121613815	121614133
chrX	82734118	82734617	43582	82734490	82734724
chr10	93180615	93181114	6141	93180673	93180813
chr9	107615176	107615675	41976	107614661	107615364
chr14	58736322	58736821	12815	58735869	58736915
chr4	38227147	38227646	31143	38226893	38227705
chr6	134436102	134436601	36538	134435784	134438476
chr7	40221811	40222310	37927	40222235	40222481
